Pathway,MM1,MM2,MM3,MM4,MV1,MV2,MV3,UM1,UM2,UM3,UM4,UM5
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY1F-823: leucopelargonidin and leucocyanidin biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY1F-FLAVSYN: flavonoid biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY1G-0: mycothiol biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY3DJ-35471: L-ascorbate biosynthesis IV|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY3O-1109: superpathway of 4-hydroxybenzoate biosynthesis (yeast)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY3O-355: stearate biosynthesis III (fungi)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY490-3: nitrate reduction VI (assimilatory)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY4FS-3: phosphatidylcholine biosynthesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY4FS-4: phosphatidylcholine biosynthesis IV|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY4FS-5: superpathway of phosphatidylcholine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY4FS-6: phosphatidylethanolamine biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY5F9-12: biphenyl degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-201: nicotine degradation IV|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-367: ketogenesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-373: sucrose degradation V (sucrose &alpha;-glucosidase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-374: C20 prostanoid biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-375: leukotriene biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-378: androgen biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-387: fatty acid &alpha;-oxidation II|unclassified,0,0,0,0,0,0,0,0,0,0,0,79
PWY66-388: fatty acid &alpha;-oxidation III|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-389: phytol degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-391: fatty acid &beta;-oxidation VI (peroxisome)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-398: TCA cycle III (animals)|unclassified,0,0,0,0,0,0,0,0,0,0,0,89
PWY66-399: gluconeogenesis III|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWY66-400: glycolysis VI (metazoan)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-409: superpathway of purine nucleotide salvage|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-422: D-galactose degradation V (Leloir pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY66-425: L-lysine degradation II (L-pipecolate pathway)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWY6666-2: dopamine degradation|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWYG-321: mycolate biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
PWYQT-4472: glucosinolate biosynthesis from trihomomethionine|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWYQT-4473: glucosinolate biosynthesis from tetrahomomethionine|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWYQT-4474: glucosinolate biosynthesis from pentahomomethionine|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PWYQT-4475: glucosinolate biosynthesis from hexahomomethionine|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PYRIDNUCSAL-PWY: NAD salvage pathway I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
REDCITCYC: TCA cycle VIII (helicobacter)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
RHAMCAT-PWY: L-rhamnose degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
RUMP-PWY: formaldehyde oxidation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II|unclassified,0,0,0,0,0,0,0,0,0,0,0,54
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,2
SO4ASSIM-PWY: sulfate reduction I (assimilatory)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
SPHINGOLIPID-SYN-PWY: sphingolipid biosynthesis (yeast)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
SUCROSEUTIL2-PWY: sucrose degradation VII (sucrose 3-dehydrogenase)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
SUCSYN-PWY: sucrose biosynthesis I (from photosynthesis)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
TCA: TCA cycle I (prokaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
THISYN-PWY: superpathway of thiamin diphosphate biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
THISYNARA-PWY: superpathway of thiamin diphosphate biosynthesis III (eukaryotes)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
THREOCAT-PWY: superpathway of L-threonine metabolism|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
THRESYN-PWY: superpathway of L-threonine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,90
TRIGLSYN-PWY: diacylglycerol and triacylglycerol biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
TRNA-CHARGING-PWY: tRNA charging|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
TRPSYN-PWY: L-tryptophan biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
TRYPTOPHAN-DEGRADATION-1: L-tryptophan degradation III (eukaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
TYRFUMCAT-PWY: L-tyrosine degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (prokaryotic)|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
URDEGR-PWY: superpathway of allantoin degradation in plants|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
URSIN-PWY: ureide biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
VALDEG-PWY: L-valine degradation I|unclassified,0,0,0,0,0,0,0,0,0,0,0,0
VALSYN-PWY: L-valine biosynthesis|unclassified,0,0,0,0,0,0,0,0,0,0,0,100
