"","LevelD","MM1","MM2","MM3","MM4","MV1","MV2","MV3","UM1","UM2","UM3","UM4","UM5","Order","LevelA","LevelB","LevelC_id","LevelC","LevelD_id","EC"
"5189","K04124",32,8,26,0,15,9,15,30,54,7,40,24,6114,"Metabolism","Metabolism of terpenoids and polyketides",904,"Diterpenoid biosynthesis [PATH:ko00904]","E1.14.11.15; gibberellin 3-beta-dioxygenase ","[EC:1.14.11.15]									"
"5190","K04125",28,5,0,0,6,16,0,17,4,6,71,51,6115,"Metabolism","Metabolism of terpenoids and polyketides",904,"Diterpenoid biosynthesis [PATH:ko00904]","E1.14.11.13; gibberellin 2-oxidase ","[EC:1.14.11.13]									"
"5191","K04126",18,12,15,0,11,0,0,42,135,5,6,23,6926,"Metabolism","Biosynthesis of other secondary metabolites",311,"Penicillin and cephalosporin biosynthesis [PATH:ko00311]","PCBC; isopenicillin-N synthase ","[EC:1.21.3.1]									"
"5192","K04127",304,376,112,38,315,124,22,242,193,288,497,419,6927,"Metabolism","Biosynthesis of other secondary metabolites",311,"Penicillin and cephalosporin biosynthesis [PATH:ko00311]","cefD; isopenicillin-N epimerase ","[EC:5.1.1.17]									"
"5193","K04128",60,42,0,0,37,109,3,50,72,3,23,67,6934,"Metabolism","Biosynthesis of other secondary metabolites",311,"Penicillin and cephalosporin biosynthesis [PATH:ko00311]","cmcH; hydroxymethyl cephem carbamoyltransferase ","[EC:2.1.3.7]									"
"5194","K04131",5,12,0,0,0,0,0,0,11,3,10,0,11832,"Environmental Information Processing","Signal transduction",4020,"Calcium signaling pathway [PATH:ko04020]","CHRM3; muscarinic acetylcholine receptor M3									",""
"5195","K04131",5,12,0,0,0,0,0,0,11,3,10,0,12874,"Environmental Information Processing","Signaling molecules and interaction",4080,"Neuroactive ligand-receptor interaction [PATH:ko04080]","CHRM3; muscarinic acetylcholine receptor M3									",""
"5196","K04131",5,12,0,0,0,0,0,0,11,3,10,0,14164,"Cellular Processes","Cell motility",4810,"Regulation of actin cytoskeleton [PATH:ko04810]","CHRM3; muscarinic acetylcholine receptor M3									",""
"5197","K04153",0,51,0,0,5,8,16,0,4,13,0,0,12898,"Environmental Information Processing","Signaling molecules and interaction",4080,"Neuroactive ligand-receptor interaction [PATH:ko04080]","HTR1; 5-hydroxytryptamine receptor 1									",""
"5198","K04153",0,51,0,0,5,8,16,0,4,13,0,0,12218,"Environmental Information Processing","Signal transduction",4024,"cAMP signaling pathway [PATH:ko04024]","HTR1; 5-hydroxytryptamine receptor 1									",""
"5199","K04160",0,0,0,0,15,0,0,0,0,0,0,10,11842,"Environmental Information Processing","Signal transduction",4020,"Calcium signaling pathway [PATH:ko04020]","HTR4; 5-hydroxytryptamine receptor 4									",""
"5200","K04160",0,0,0,0,15,0,0,0,0,0,0,10,12202,"Environmental Information Processing","Signal transduction",4024,"cAMP signaling pathway [PATH:ko04024]","HTR4; 5-hydroxytryptamine receptor 4									",""
"5201","K04160",0,0,0,0,15,0,0,0,0,0,0,10,12900,"Environmental Information Processing","Signaling molecules and interaction",4080,"Neuroactive ligand-receptor interaction [PATH:ko04080]","HTR4; 5-hydroxytryptamine receptor 4									",""
"5202","K04163",0,0,0,0,0,0,0,18,0,19,0,0,10340,"Environmental Information Processing","Signal transduction",4014,"Ras signaling pathway [PATH:ko04014]","HTR7; 5-hydroxytryptamine receptor 7									",""
"5203","K04163",0,0,0,0,0,0,0,18,0,19,0,0,11845,"Environmental Information Processing","Signal transduction",4020,"Calcium signaling pathway [PATH:ko04020]","HTR7; 5-hydroxytryptamine receptor 7									",""
"5204","K04163",0,0,0,0,0,0,0,18,0,19,0,0,12903,"Environmental Information Processing","Signaling molecules and interaction",4080,"Neuroactive ligand-receptor interaction [PATH:ko04080]","HTR7; 5-hydroxytryptamine receptor 7									",""
"5205","K04217",0,0,0,0,46,0,0,0,306,0,0,0,12950,"Environmental Information Processing","Signaling molecules and interaction",4080,"Neuroactive ligand-receptor interaction [PATH:ko04080]","SSTR1; somatostatin receptor 1									",""
"5206","K04217",0,0,0,0,46,0,0,0,306,0,0,0,12226,"Environmental Information Processing","Signal transduction",4024,"cAMP signaling pathway [PATH:ko04024]","SSTR1; somatostatin receptor 1									",""
"5207","K04225",7,0,0,0,4,0,0,9,7,9,26,0,12961,"Environmental Information Processing","Signaling molecules and interaction",4080,"Neuroactive ligand-receptor interaction [PATH:ko04080]","TAKR; tachykinin-like receptor									",""
"5208","K04237",9,6,9,0,15,0,0,3,0,10,31,11,10575,"Environmental Information Processing","Signal transduction",4015,"Rap1 signaling pathway [PATH:ko04015]","PARD3; partitioning defective protein 3									",""
"5209","K04237",9,6,9,0,15,0,0,3,0,10,31,11,14977,"Cellular Processes","Cellular commiunity",4520,"Adherens junction [PATH:ko04520]","PARD3; partitioning defective protein 3									",""
"5210","K04237",9,6,9,0,15,0,0,3,0,10,31,11,15045,"Cellular Processes","Cellular commiunity",4530,"Tight junction [PATH:ko04530]","PARD3; partitioning defective protein 3									",""
"5211","K04237",9,6,9,0,15,0,0,3,0,10,31,11,13692,"Cellular Processes","Transport and catabolism",4144,"Endocytosis [PATH:ko04144]","PARD3; partitioning defective protein 3									",""
"5212","K04237",9,6,9,0,15,0,0,3,0,10,31,11,12980,"Environmental Information Processing","Signaling molecules and interaction",4080,"Neuroactive ligand-receptor interaction [PATH:ko04080]","PARD3; partitioning defective protein 3									",""
"5213","K04237",9,6,9,0,15,0,0,3,0,10,31,11,11158,"Environmental Information Processing","Signal transduction",4390,"Hippo signaling pathway [PATH:ko04390]","PARD3; partitioning defective protein 3									",""
"5214","K04237",9,6,9,0,15,0,0,3,0,10,31,11,11286,"Environmental Information Processing","Signal transduction",4391,"Hippo signaling pathway -fly [PATH:ko04391]","PARD3; partitioning defective protein 3									",""
"5215","K04281",3,0,0,0,0,0,0,0,0,0,0,22,15544,"","",NA,"","calpastatin",""
"5216","K04283",200,189,43,31,211,58,31,84,77,106,150,93,5090,"Metabolism","Metabolism of other amino acids",480,"Glutathione metabolism [PATH:ko00480]","TRYR; trypanothione-disulfide reductase ","[EC:1.8.1.12]									"
"5217","K04334",28,0,15,0,208,0,0,0,0,18,57,0,16527,"","",NA,"","major curlin subunit",""
"5218","K04335",15,25,0,0,0,40,11,0,0,0,0,13,16620,"","",NA,"","minor curlin subunit",""
"5219","K04337",0,0,0,0,0,0,49,0,0,0,0,0,16853,"","",NA,"",NA,""
"5220","K04338",0,74,0,70,74,0,0,0,0,0,79,59,16854,"","",NA,"",NA,""
"5221","K04340",74,118,54,0,232,3,0,201,264,139,199,46,7002,"Metabolism","Biosynthesis of other secondary metabolites",521,"Streptomycin biosynthesis [PATH:ko00521]","strB1; scyllo-inosamine-4-phosphate amidinotransferase 1 ","[EC:2.1.4.2]									"
"5222","K04342",16,35,0,8,56,52,0,54,46,46,188,78,7008,"Metabolism","Biosynthesis of other secondary metabolites",521,"Streptomycin biosynthesis [PATH:ko00521]","strK; streptomycin-6-phosphatase ","[EC:3.1.3.39]									"
"5223","K04343",70,21,4,0,19,0,7,16,73,42,26,50,19385,"","",NA,"","streptomycin 6-kinase ",""
"5224","K04345",137,86,27,42,98,35,19,35,24,62,53,48,11081,"Environmental Information Processing","Signal transduction",4340,"Hedgehog signaling pathway [PATH:ko04340]","PKA; protein kinase A ","[EC:2.7.11.11]									"
"5225","K04345",137,86,27,42,98,35,19,35,24,62,53,48,14538,"Cellular Processes","Cell growth and death",4113,"Meiosis - yeast [PATH:ko04113]","PKA; protein kinase A ","[EC:2.7.11.11]									"
"5226","K04345",137,86,27,42,98,35,19,35,24,62,53,48,11855,"Environmental Information Processing","Signal transduction",4020,"Calcium signaling pathway [PATH:ko04020]","PKA; protein kinase A ","[EC:2.7.11.11]									"
"5227","K04345",137,86,27,42,98,35,19,35,24,62,53,48,12285,"Environmental Information Processing","Signal transduction",4024,"cAMP signaling pathway [PATH:ko04024]","PKA; protein kinase A ","[EC:2.7.11.11]									"
"5228","K04345",137,86,27,42,98,35,19,35,24,62,53,48,10358,"Environmental Information Processing","Signal transduction",4014,"Ras signaling pathway [PATH:ko04014]","PKA; protein kinase A ","[EC:2.7.11.11]									"
"5229","K04345",137,86,27,42,98,35,19,35,24,62,53,48,14639,"Cellular Processes","Cell growth and death",4114,"Oocyte meiosis [PATH:ko04114]","PKA; protein kinase A ","[EC:2.7.11.11]									"
"5230","K04345",137,86,27,42,98,35,19,35,24,62,53,48,15152,"Cellular Processes","Cellular commiunity",4540,"Gap junction [PATH:ko04540]","PKA; protein kinase A ","[EC:2.7.11.11]									"
"5231","K04345",137,86,27,42,98,35,19,35,24,62,53,48,14757,"Cellular Processes","Cell growth and death",4210,"Apoptosis [PATH:ko04210]","PKA; protein kinase A ","[EC:2.7.11.11]									"
"5232","K04345",137,86,27,42,98,35,19,35,24,62,53,48,10991,"Environmental Information Processing","Signal transduction",4310,"Wnt signaling pathway [PATH:ko04310]","PKA; protein kinase A ","[EC:2.7.11.11]									"
"5233","K04345",137,86,27,42,98,35,19,35,24,62,53,48,10630,"Environmental Information Processing","Signal transduction",4010,"MAPK signaling pathway [PATH:ko04010]","PKA; protein kinase A ","[EC:2.7.11.11]									"
"5234","K04348",214,54,59,36,250,40,11,30,46,91,82,31,11013,"Environmental Information Processing","Signal transduction",4310,"Wnt signaling pathway [PATH:ko04310]","PPP3C	 CNA; serine/threonine-protein phosphatase 2B catalytic subunit ","[EC:3.1.3.16]								"
"5235","K04348",214,54,59,36,250,40,11,30,46,91,82,31,10636,"Environmental Information Processing","Signal transduction",4010,"MAPK signaling pathway [PATH:ko04010]","PPP3C	 CNA; serine/threonine-protein phosphatase 2B catalytic subunit ","[EC:3.1.3.16]								"
"5236","K04348",214,54,59,36,250,40,11,30,46,91,82,31,14760,"Cellular Processes","Cell growth and death",4210,"Apoptosis [PATH:ko04210]","PPP3C	 CNA; serine/threonine-protein phosphatase 2B catalytic subunit ","[EC:3.1.3.16]								"
"5237","K04348",214,54,59,36,250,40,11,30,46,91,82,31,11333,"Environmental Information Processing","Signal transduction",4370,"VEGF signaling pathway [PATH:ko04370]","PPP3C	 CNA; serine/threonine-protein phosphatase 2B catalytic subunit ","[EC:3.1.3.16]								"
"5238","K04348",214,54,59,36,250,40,11,30,46,91,82,31,14698,"Cellular Processes","Cell growth and death",4114,"Oocyte meiosis [PATH:ko04114]","PPP3C	 CNA; serine/threonine-protein phosphatase 2B catalytic subunit ","[EC:3.1.3.16]								"
"5239","K04348",214,54,59,36,250,40,11,30,46,91,82,31,12357,"Environmental Information Processing","Signal transduction",4022,"cGMP - PKG signaling pathway [PATH:ko04022]","PPP3C	 CNA; serine/threonine-protein phosphatase 2B catalytic subunit ","[EC:3.1.3.16]								"
"5240","K04348",214,54,59,36,250,40,11,30,46,91,82,31,11959,"Environmental Information Processing","Signal transduction",4020,"Calcium signaling pathway [PATH:ko04020]","PPP3C	 CNA; serine/threonine-protein phosphatase 2B catalytic subunit ","[EC:3.1.3.16]								"
"5241","K04351",0,0,0,0,21,0,0,0,0,0,0,6,12117,"Environmental Information Processing","Signal transduction",4072,"Phospholipase D signaling pathway [PATH:ko04072]","RAPGEF4	 EPAC2; Rap guanine nucleotide exchange factor 4								",""
"5242","K04351",0,0,0,0,21,0,0,0,0,0,0,6,12260,"Environmental Information Processing","Signal transduction",4024,"cAMP signaling pathway [PATH:ko04024]","RAPGEF4	 EPAC2; Rap guanine nucleotide exchange factor 4								",""
"5243","K04351",0,0,0,0,21,0,0,0,0,0,0,6,10479,"Environmental Information Processing","Signal transduction",4015,"Rap1 signaling pathway [PATH:ko04015]","RAPGEF4	 EPAC2; Rap guanine nucleotide exchange factor 4								",""
"5244","K04360",2,0,0,2,4,4,0,2,2,0,6,2,10661,"Environmental Information Processing","Signal transduction",4010,"MAPK signaling pathway [PATH:ko04010]","NTRK2	 TRKB; neurotrophic tyrosine kinase receptor type 2 ","[EC:2.7.10.1]								"
"5245","K04361",4,15,1,0,8,1,0,17,24,12,11,13,14126,"Cellular Processes","Cell motility",4810,"Regulation of actin cytoskeleton [PATH:ko04810]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5246","K04361",4,15,1,0,8,1,0,17,24,12,11,13,11780,"Environmental Information Processing","Signal transduction",4068,"FoxO signaling pathway [PATH:ko04068]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5247","K04361",4,15,1,0,8,1,0,17,24,12,11,13,13318,"Environmental Information Processing","Signaling molecules and interaction",4060,"Cytokine-cytokine receptor interaction [PATH:ko04060]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5248","K04361",4,15,1,0,8,1,0,17,24,12,11,13,11922,"Environmental Information Processing","Signal transduction",4020,"Calcium signaling pathway [PATH:ko04020]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5249","K04361",4,15,1,0,8,1,0,17,24,12,11,13,14884,"Cellular Processes","Cellular commiunity",4510,"Focal adhesion [PATH:ko04510]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5250","K04361",4,15,1,0,8,1,0,17,24,12,11,13,11671,"Environmental Information Processing","Signal transduction",4066,"HIF-1 signaling pathway [PATH:ko04066]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5251","K04361",4,15,1,0,8,1,0,17,24,12,11,13,10856,"Environmental Information Processing","Signal transduction",4012,"ErbB signaling pathway [PATH:ko04012]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5252","K04361",4,15,1,0,8,1,0,17,24,12,11,13,10662,"Environmental Information Processing","Signal transduction",4010,"MAPK signaling pathway [PATH:ko04010]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5253","K04361",4,15,1,0,8,1,0,17,24,12,11,13,10303,"Environmental Information Processing","Signal transduction",4014,"Ras signaling pathway [PATH:ko04014]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5254","K04361",4,15,1,0,8,1,0,17,24,12,11,13,15120,"Cellular Processes","Cellular commiunity",4540,"Gap junction [PATH:ko04540]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5255","K04361",4,15,1,0,8,1,0,17,24,12,11,13,12026,"Environmental Information Processing","Signal transduction",4072,"Phospholipase D signaling pathway [PATH:ko04072]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5256","K04361",4,15,1,0,8,1,0,17,24,12,11,13,10806,"Environmental Information Processing","Signal transduction",4013,"MAPK signaling pathway - fly [PATH:ko04013]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5257","K04361",4,15,1,0,8,1,0,17,24,12,11,13,15018,"Cellular Processes","Cellular commiunity",4520,"Adherens junction [PATH:ko04520]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5258","K04361",4,15,1,0,8,1,0,17,24,12,11,13,13549,"Cellular Processes","Transport and catabolism",4144,"Endocytosis [PATH:ko04144]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5259","K04361",4,15,1,0,8,1,0,17,24,12,11,13,12482,"Environmental Information Processing","Signal transduction",4151,"PI3K-Akt signaling pathway [PATH:ko04151]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5260","K04361",4,15,1,0,8,1,0,17,24,12,11,13,10506,"Environmental Information Processing","Signal transduction",4015,"Rap1 signaling pathway [PATH:ko04015]","EGFR	 ERBB1; epidermal growth factor receptor ","[EC:2.7.10.1]								"
"5261","K04362",10,12,3,2,11,0,4,16,12,80,6,6,15020,"Cellular Processes","Cellular commiunity",4520,"Adherens junction [PATH:ko04520]","FGFR1; fibroblast growth factor receptor 1 ","[EC:2.7.10.1]									"
"5262","K04362",10,12,3,2,11,0,4,16,12,80,6,6,10304,"Environmental Information Processing","Signal transduction",4014,"Ras signaling pathway [PATH:ko04014]","FGFR1; fibroblast growth factor receptor 1 ","[EC:2.7.10.1]									"
"5263","K04362",10,12,3,2,11,0,4,16,12,80,6,6,14127,"Cellular Processes","Cell motility",4810,"Regulation of actin cytoskeleton [PATH:ko04810]","FGFR1; fibroblast growth factor receptor 1 ","[EC:2.7.10.1]									"
"5264","K04362",10,12,3,2,11,0,4,16,12,80,6,6,10663,"Environmental Information Processing","Signal transduction",4010,"MAPK signaling pathway [PATH:ko04010]","FGFR1; fibroblast growth factor receptor 1 ","[EC:2.7.10.1]									"
"5265","K04362",10,12,3,2,11,0,4,16,12,80,6,6,15240,"Cellular Processes","Cellular commiunity",4550,"Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]","FGFR1; fibroblast growth factor receptor 1 ","[EC:2.7.10.1]									"
"5266","K04362",10,12,3,2,11,0,4,16,12,80,6,6,10507,"Environmental Information Processing","Signal transduction",4015,"Rap1 signaling pathway [PATH:ko04015]","FGFR1; fibroblast growth factor receptor 1 ","[EC:2.7.10.1]									"
"5267","K04362",10,12,3,2,11,0,4,16,12,80,6,6,12483,"Environmental Information Processing","Signal transduction",4151,"PI3K-Akt signaling pathway [PATH:ko04151]","FGFR1; fibroblast growth factor receptor 1 ","[EC:2.7.10.1]									"
"5268","K04363",2,2,0,0,2,0,0,2,0,0,3,0,10514,"Environmental Information Processing","Signal transduction",4015,"Rap1 signaling pathway [PATH:ko04015]","PDGFRA; platelet-derived growth factor receptor alpha ","[EC:2.7.10.1]									"
"5269","K04363",2,2,0,0,2,0,0,2,0,0,3,0,14880,"Cellular Processes","Cellular commiunity",4510,"Focal adhesion [PATH:ko04510]","PDGFRA; platelet-derived growth factor receptor alpha ","[EC:2.7.10.1]									"
"5270","K04363",2,2,0,0,2,0,0,2,0,0,3,0,15118,"Cellular Processes","Cellular commiunity",4540,"Gap junction [PATH:ko04540]","PDGFRA; platelet-derived growth factor receptor alpha ","[EC:2.7.10.1]									"
"5271","K04363",2,2,0,0,2,0,0,2,0,0,3,0,11926,"Environmental Information Processing","Signal transduction",4020,"Calcium signaling pathway [PATH:ko04020]","PDGFRA; platelet-derived growth factor receptor alpha ","[EC:2.7.10.1]									"
"5272","K04363",2,2,0,0,2,0,0,2,0,0,3,0,13312,"Environmental Information Processing","Signaling molecules and interaction",4060,"Cytokine-cytokine receptor interaction [PATH:ko04060]","PDGFRA; platelet-derived growth factor receptor alpha ","[EC:2.7.10.1]									"
"5273","K04363",2,2,0,0,2,0,0,2,0,0,3,0,10667,"Environmental Information Processing","Signal transduction",4010,"MAPK signaling pathway [PATH:ko04010]","PDGFRA; platelet-derived growth factor receptor alpha ","[EC:2.7.10.1]									"
"5274","K04363",2,2,0,0,2,0,0,2,0,0,3,0,12490,"Environmental Information Processing","Signal transduction",4151,"PI3K-Akt signaling pathway [PATH:ko04151]","PDGFRA; platelet-derived growth factor receptor alpha ","[EC:2.7.10.1]									"
"5275","K04363",2,2,0,0,2,0,0,2,0,0,3,0,10311,"Environmental Information Processing","Signal transduction",4014,"Ras signaling pathway [PATH:ko04014]","PDGFRA; platelet-derived growth factor receptor alpha ","[EC:2.7.10.1]									"
"5276","K04363",2,2,0,0,2,0,0,2,0,0,3,0,14131,"Cellular Processes","Cell motility",4810,"Regulation of actin cytoskeleton [PATH:ko04810]","PDGFRA; platelet-derived growth factor receptor alpha ","[EC:2.7.10.1]									"
"5277","K04363",2,2,0,0,2,0,0,2,0,0,3,0,12027,"Environmental Information Processing","Signal transduction",4072,"Phospholipase D signaling pathway [PATH:ko04072]","PDGFRA; platelet-derived growth factor receptor alpha ","[EC:2.7.10.1]									"
"5278","K04363",2,2,0,0,2,0,0,2,0,0,3,0,13552,"Cellular Processes","Transport and catabolism",4144,"Endocytosis [PATH:ko04144]","PDGFRA; platelet-derived growth factor receptor alpha ","[EC:2.7.10.1]									"
"5279","K04364",0,15,28,0,0,0,0,0,0,34,30,41,10669,"Environmental Information Processing","Signal transduction",4010,"MAPK signaling pathway [PATH:ko04010]","GRB2; growth factor receptor-binding protein 2									",""
